cost_fn;methods;tensor_network;num_qubits;num_run;upper_bound_cost;operations;operations_with_bruteforce;max_tensor_size;avg_tensor_sparsity;time
custom_flops;['kahypar'];Rotated Surface Tanner;9;0;431536;492.0;732.0;64;0.11963;302.12891149520874
custom_flops;['kahypar'];Rotated Surface Tanner;25;0;149836119481604960;7078512.0;7084752.0;1048576;0.03041;338.0330345630646
flops;['kahypar'];Rotated Surface Tanner;9;0;423984;580.0;820.0;64;0.12451;4.78621506690979
flops;['kahypar'];Rotated Surface Tanner;25;0;162492058460842592;6343008.0;6349248.0;1048576;0.02921;5609.701230287552
custom_flops;['kahypar'];Holographic;25;0;13040;2512.0;2688.0;256;0.925;128.0583622455597
custom_flops;['kahypar'];Holographic;95;0;1517776;3510528.0;3511504.0;262144;0.67344;346.7530403137207
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;3.953861951828003
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;64.6305902004242
custom_flops;['kahypar'];BB MSP;18;0;47350883352110855442;40452626.0;40458404.0;8388608;0.08751;430.19411754608154
custom_flops;['kahypar'];BB MSP;30;0;327054123773979348580694829943742;1.0678760252608938e+24;1.0678760252608938e+24;151115727451828646838272;0.0481;2846.050182580948
flops;['kahypar'];BB MSP;18;0;592766072292624502082;35705719278.0;35705725056.0;1073741824;0.08247;2956.2279002666473
custom_flops;['kahypar'];Hamming MSP;7;0;724271;1218.0;1873.0;128;0.14004;302.07476234436035
custom_flops;['kahypar'];Hamming MSP;15;0;623352508693971997064975;2.3390760694407584e+16;2.3390760694416464e+16;9007199254740992;0.09368;384.38309502601624
flops;['kahypar'];Hamming MSP;7;0;2329967;4514.0;5169.0;1024;0.14072;304.96699714660645
flops;['kahypar'];Hamming MSP;15;0;75119671844783;4369592.0;4378471.0;2097152;0.10957;311.24989771842957
custom_flops;['kahypar'];Holographic;25;0;10480;2320.0;2496.0;256;0.82656;230.75915050506592
custom_flops;['kahypar'];Holographic;95;0;92238672;2620800.0;2621776.0;65536;0.67386;307.1379506587982
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;8.112459897994995
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;56.35899567604065
custom_flops;['kahypar'];Hamming MSP;7;0;1649167;1540.0;2195.0;256;0.13639;303.0815052986145
custom_flops;['kahypar'];Hamming MSP;15;0;118820292475471;459726.0;468605.0;131072;0.0911;302.91088676452637
flops;['kahypar'];Hamming MSP;7;0;318447;2146.0;2801.0;512;0.13109;120.27084517478943
flops;['kahypar'];Hamming MSP;15;0;285898798275663;192322.0;201201.0;65536;0.10323;146.02246189117432
custom_flops;['kahypar'];Holographic;25;0;10480;2896.0;3072.0;256;0.82656;118.62962794303894
custom_flops;['kahypar'];Holographic;95;0;29650768;1584192.0;1585168.0;65536;0.63657;321.7187795639038
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;2.2611382007598877
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;83.42073392868042
custom_flops;['kahypar'];Rotated Surface;9;0;5184;76.0;140.0;16;0.16992;14.10983157157898
custom_flops;['kahypar'];Rotated Surface;25;0;194752;612.0;868.0;32;0.07617;262.1517536640167
custom_flops;['kahypar'];Rotated Surface;49;0;22774848;4512.0;5088.0;128;0.03739;306.68562293052673
flops;['kahypar'];Rotated Surface;9;0;6720;272.0;336.0;32;0.3125;0.2586393356323242
flops;['kahypar'];Rotated Surface;25;0;169216;1736.0;1992.0;64;0.11198;1.3288986682891846
flops;['kahypar'];Rotated Surface;49;0;10363968;13080.0;13656.0;256;0.0717;29.31948184967041
custom_flops;['kahypar'];Hamming MSP;7;0;1478639;1332.0;1987.0;128;0.11025;302.8193187713623
custom_flops;['kahypar'];Hamming MSP;15;0;145463079855631;4538086.0;4546965.0;4194304;0.1065;863.5657913684845
flops;['kahypar'];Hamming MSP;7;0;2329583;1742.0;2397.0;256;0.13711;48.72093725204468
flops;['kahypar'];Hamming MSP;15;0;598980438865295;77799686.0;77808565.0;67108864;0.10266;303.2227702140808
custom_flops;['kahypar'];Rotated Surface MSP;9;0;2245745;1586.0;2467.0;128;0.13502;309.65247654914856
custom_flops;['kahypar'];Rotated Surface MSP;25;0;2843427084587553;72738768.0;72750409.0;67108864;0.09184;998.699768781662
flops;['kahypar'];Rotated Surface MSP;9;0;342705;1508.0;2389.0;128;0.13387;86.60741472244263
flops;['kahypar'];Rotated Surface MSP;25;0;16664800774889;20227460.0;20239101.0;4194304;0.09395;312.7635018825531
custom_flops;['kahypar'];Holographic;25;0;10544;2368.0;2544.0;256;0.82656;137.11711287498474
custom_flops;['kahypar'];Holographic;95;0;1127084688;2764752.0;2765728.0;262144;0.66475;310.5780792236328
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;6.7397236824035645
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;214.56028079986572
custom_flops;['kahypar'];Rotated Surface Tanner;9;0;654576;466.0;706.0;64;0.11902;315.14522433280945
custom_flops;['kahypar'];Rotated Surface Tanner;25;0;4713025867333316832;42674280.0;42680520.0;16777216;0.03844;318.06402683258057
flops;['kahypar'];Rotated Surface Tanner;9;0;398832;752.0;992.0;128;0.16016;1.3806869983673096
flops;['kahypar'];Rotated Surface Tanner;25;0;162492058460842592;6343008.0;6349248.0;1048576;0.02921;4748.0708112716675
custom_flops;['kahypar'];Rotated Surface Tanner;9;0;406512;488.0;728.0;64;0.14307;290.56426095962524
custom_flops;['kahypar'];Rotated Surface Tanner;25;0;1585619548571360160;9141556.0;9147796.0;2097152;0.03538;321.1476652622223
flops;['kahypar'];Rotated Surface Tanner;9;0;424112;588.0;828.0;64;0.12061;1.1917674541473389
flops;['kahypar'];Rotated Surface Tanner;25;0;1173479670769855584;7127424.0;7133664.0;1048576;0.02986;5555.002642393112
custom_flops;['kahypar'];Rotated Surface Tanner;9;0;404528;516.0;756.0;64;0.12207;301.8868918418884
custom_flops;['kahypar'];Rotated Surface Tanner;25;0;1183260023332408159392;174351892.0;174358132.0;67108864;0.03353;558.3954937458038
flops;['kahypar'];Rotated Surface Tanner;9;0;399600;688.0;928.0;64;0.1416;17.914568424224854
flops;['kahypar'];Rotated Surface Tanner;25;0;1315053889617370208;10258176.0;10264416.0;2097152;0.02974;5419.994608640671
custom_flops;['kahypar'];Hamming MSP;7;0;2743343;1400.0;2055.0;256;0.11663;304.400173664093
custom_flops;['kahypar'];Hamming MSP;15;0;19684407771599;141690.0;150569.0;32768;0.10834;889.829879283905
flops;['kahypar'];Hamming MSP;7;0;2345903;1378.0;2033.0;128;0.13722;146.60239243507385
flops;['kahypar'];Hamming MSP;15;0;322236371924687;957258.0;966137.0;524288;0.11139;316.65966987609863
custom_flops;['kahypar'];Hamming MSP;7;0;1025327;1458.0;2113.0;64;0.13555;400.72515535354614
custom_flops;['kahypar'];Hamming MSP;15;0;72345743286588655;9745148.0;9754027.0;2097152;0.11307;1815.6319732666016
flops;['kahypar'];Hamming MSP;7;0;2547247;1866.0;2521.0;256;0.1333;86.92320895195007
flops;['kahypar'];Hamming MSP;15;0;598993322961679;75787678.0;75796557.0;67108864;0.11488;318.96802520751953
custom_flops;['kahypar'];Rotated Surface;9;0;5184;76.0;140.0;16;0.16992;14.647698879241943
custom_flops;['kahypar'];Rotated Surface;25;0;219904;624.0;880.0;32;0.06641;183.9841010570526
custom_flops;['kahypar'];Rotated Surface;49;0;22774848;4512.0;5088.0;128;0.03739;300.48487663269043
flops;['kahypar'];Rotated Surface;9;0;6720;272.0;336.0;32;0.3125;0.28665828704833984
flops;['kahypar'];Rotated Surface;25;0;187648;1832.0;2088.0;64;0.10807;2.853025436401367
flops;['kahypar'];Rotated Surface;49;0;10363968;13144.0;13720.0;256;0.07186;32.14069366455078
custom_flops;['kahypar'];Hamming MSP;7;0;1452463;1322.0;1977.0;128;0.12949;303.2845661640167
custom_flops;['kahypar'];Hamming MSP;15;0;2306212457136650927;22644476.0;22653355.0;16777216;0.10692;413.33493065834045
flops;['kahypar'];Hamming MSP;7;0;318767;2146.0;2801.0;512;0.11997;47.704915046691895
flops;['kahypar'];Hamming MSP;15;0;288706557921295;294219162.0;294228041.0;268435456;0.11497;179.42380952835083
custom_flops;['kahypar'];Rotated Surface MSP;9;0;614265;1398.0;2279.0;128;0.15271;301.8039782047272
custom_flops;['kahypar'];Rotated Surface MSP;25;0;12270892952153;144441754.0;144453395.0;67108864;0.09437;352.11055088043213
flops;['kahypar'];Rotated Surface MSP;9;0;343345;1596.0;2477.0;128;0.13418;54.606289863586426
flops;['kahypar'];Rotated Surface MSP;25;0;202987025802873;542403948.0;542415589.0;67108864;0.09331;639.8334221839905
custom_flops;['kahypar'];BB MSP;18;0;2536231568003904239636114;9.669324221517077e+19;9.669324221517077e+19;36893488147419103232;0.07952;1070.9206855297089
custom_flops;['kahypar'];BB MSP;30;0;1267652442578352415864520329374;1100238451316.0;1100238460946.0;1099511627776;0.08875;5276.896810054779
flops;['kahypar'];BB MSP;18;0;13063616725629330;7510484.0;7516262.0;4194304;0.09113;2721.300651550293
flops;['kahypar'];BB MSP;30;0;324756238155571055159801397562590;17921081587400.0;17921081597030.0;4398046511104;0.08355;3110.1626584529877
custom_flops;['kahypar'];Holographic;25;0;13040;2512.0;2688.0;256;0.925;187.8846254348755
custom_flops;['kahypar'];Holographic;95;0;9916112;1716672.0;1717648.0;65536;0.71099;346.0678880214691
flops;['kahypar'];Holographic;25;0;13104;3712.0;3888.0;256;0.925;0.664341926574707
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;85.77938866615295
custom_flops;['kahypar'];BB MSP;18;0;37926517780646398824306;4314809648.0;4314815426.0;268435456;0.09016;5923.366427898407
