cost_fn;methods;tensor_network;num_qubits;num_run;upper_bound_cost;operations;operations_with_bruteforce;max_tensor_size;avg_tensor_sparsity;time
flops;['kahypar'];BB Tanner;18;0;302231474082922885286144;5344044032.0;5344046336.0;1073741824;0.02883;15264.857312440872
flops;['kahypar'];BB Tanner;30;0;5070602400912973079202450640640;5296941081600.0;5296941085440.0;549755813888;0.0171;24481.149661302567
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;5.746326446533203
flops;['kahypar'];Holographic;95;0;1580048;2792592.0;2793568.0;65536;0.81719;104.0697615146637
flops;['greedy'];Concatenated Repetition;9;0;108;10.0;62.0;4;0.58333;0.95090651512146
flops;['greedy'];Concatenated Repetition;27;0;588;116.0;312.0;16;0.57292;0.1185166835784912
flops;['greedy'];Concatenated Repetition;81;0;2028;476.0;1104.0;16;0.58013;0.3601062297821045
flops;['kahypar'];BB Tanner;18;0;1237940039361965350740822272;7955194880.0;7955197184.0;1073741824;0.02883;115.47158479690552
flops;['kahypar'];BB Tanner;30;0;37529585635036928;5470712878144.0;5470712881984.0;549755813888;0.02577;47503.96372175217
flops;['greedy'];Hamming MSP;7;0;194671;4472.0;5127.0;1024;0.09141;0.9979660511016846
flops;['greedy'];Hamming MSP;15;0;199112636263;3760325765.0;3760334644.0;1073741824;0.02912;2.3549962043762207
flops;['kahypar'];BB MSP;18;0;5267021789542802;3302340.0;3308118.0;1048576;0.09055;101048.02779626846
flops;['greedy'];BB Tanner;18;0;24990947215616;6195890240.0;6195892544.0;1073741824;0.02952;2.93847393989563
flops;['greedy'];BB Tanner;30;0;19515550388981504;5322789193792.0;5322789197632.0;549755813888;0.0175;4.9303929805755615
flops;['kahypar'];Hamming MSP;7;0;2547055;1990.0;2645.0;512;0.13796;339.1179094314575
flops;['kahypar'];Hamming MSP;15;0;1849957992271;71682.0;80561.0;16384;0.12065;19913.597389936447
flops;['greedy'];BB Tanner;18;0;42308255353088;10534553664.0;10534555968.0;1073741824;0.0295;1.6278536319732666
flops;['greedy'];BB Tanner;30;0;22799380378029824;4708600203330.0;4708600207170.0;274877906944;0.01698;2.8956081867218018
flops;['greedy'];Rotated Surface;9;0;6656;100.0;164.0;16;0.23438;0.5768172740936279
flops;['greedy'];Rotated Surface;25;0;165120;1664.0;1920.0;64;0.11003;0.1516547203063964
flops;['greedy'];Rotated Surface;49;0;1400960;26172.0;26748.0;512;0.04191;0.4269602298736572
flops;['kahypar'];Hamming Tanner;7;0;1635292;1040.0;1260.0;256;0.1084;101.17581939697266
flops;['kahypar'];Hamming Tanner;15;0;36524538452592;4394016.0;4396688.0;1048576;0.05689;384.5181381702423
flops;['greedy'];Rotated Surface;9;0;6656;148.0;212.0;16;0.25781;0.8125550746917725
flops;['greedy'];Rotated Surface;25;0;169536;2212.0;2468.0;128;0.10547;0.2013859748840332
flops;['greedy'];Rotated Surface;49;0;1415360;10552.0;11128.0;512;0.03713;0.4573438167572021
flops;['greedy'];Rotated Surface;9;0;6720;152.0;216.0;16;0.25781;0.5873517990112305
flops;['greedy'];Rotated Surface;25;0;219904;2408.0;2664.0;128;0.11719;0.1472315788269043
flops;['greedy'];Rotated Surface;49;0;4582976;10368.0;10944.0;512;0.0555;0.3609566688537597
flops;['greedy'];Rotated Surface;9;0;6656;124.0;188.0;16;0.23438;0.9808168411254884
flops;['greedy'];Rotated Surface;25;0;219904;3080.0;3336.0;128;0.12891;0.325249433517456
flops;['greedy'];Rotated Surface;49;0;7454272;11176.0;11752.0;256;0.06877;0.7915263175964355
flops;['greedy'];Holographic;25;0;18736;3136.0;3312.0;256;0.925;1.105197191238403
flops;['greedy'];Holographic;95;0;1459664;2806272.0;2807248.0;262144;0.65391;1.1147565841674805
flops;['greedy'];BB MSP;18;0;17534862314938;3688722887019.0;3688722892797.0;549755813888;0.00849;8.830634593963623
flops;['greedy'];BB MSP;30;0;1274964738710912598;5055375091762743.0;5055375091772373.0;562949953421312;0.03321;27.656516075134277
