distance;name;num_run;custom_cost
4;Tanner Network;94;695761
4;Dual Surface;95;2001
4;Rotated Surface;95;591
4;Concatenated;95;48625
4;Measurement State Prep;95;2243499
4;Tanner Network;95;767921
4;Dual Surface;96;1949
4;Rotated Surface;96;555
4;Concatenated;96;93097
4;Measurement State Prep;96;1453101
4;Tanner Network;96;749073
4;Dual Surface;97;1865
4;Rotated Surface;97;577
4;Concatenated;97;65585
4;Measurement State Prep;97;2571515
4;Tanner Network;97;833577
4;Dual Surface;98;2049
4;Rotated Surface;98;531
4;Concatenated;98;77993
4;Measurement State Prep;98;2543737
4;Tanner Network;98;852397
4;Dual Surface;99;1913
4;Rotated Surface;99;455
4;Concatenated;99;87777
4;Measurement State Prep;99;1778397
4;Tanner Network;99;693233
5;Dual Surface;0;16405
5;Rotated Surface;0;2393
5;Concatenated;0;906977
5;Measurement State Prep;0;51918937397
5;Tanner Network;0;463756113
5;Dual Surface;1;15433
5;Rotated Surface;1;1921
5;Concatenated;1;903265
5;Measurement State Prep;1;56178851999
5;Tanner Network;1;456077521
5;Dual Surface;2;13557
5;Rotated Surface;2;2551
5;Concatenated;2;1486561
5;Measurement State Prep;2;1865576350
5;Tanner Network;2;456290513
5;Dual Surface;3;16597
5;Rotated Surface;3;1719
5;Concatenated;3;995745
5;Measurement State Prep;3;56016608985
5;Tanner Network;3;424918441
5;Dual Surface;4;12717
5;Rotated Surface;4;1475
5;Concatenated;4;804001
5;Measurement State Prep;4;55785593827
5;Tanner Network;4;454659281
5;Dual Surface;5;12909
5;Rotated Surface;5;2169
5;Concatenated;5;732705
5;Measurement State Prep;5;17551697743
5;Tanner Network;5;442950957
5;Dual Surface;6;10929
5;Rotated Surface;6;1789
5;Concatenated;6;3083433
5;Measurement State Prep;6;18878100043
5;Tanner Network;6;400998585
5;Dual Surface;7;12653
5;Rotated Surface;7;2103
5;Concatenated;7;747297
5;Measurement State Prep;7;5495502876
5;Tanner Network;7;361570505
5;Dual Surface;8;15469
5;Rotated Surface;8;1639
5;Concatenated;8;711713
5;Measurement State Prep;8;5228764353
5;Tanner Network;8;279595841
5;Dual Surface;9;15061
5;Rotated Surface;9;2303
5;Concatenated;9;470625
5;Measurement State Prep;9;72378367361
5;Tanner Network;9;361013457
5;Dual Surface;10;16053
5;Rotated Surface;10;1931
5;Concatenated;10;1041761
5;Measurement State Prep;10;24823845402
5;Tanner Network;10;339486153
5;Dual Surface;11;14405
5;Rotated Surface;11;1703
5;Concatenated;11;2079985
5;Measurement State Prep;11;3457789377
5;Tanner Network;11;975882937
5;Dual Surface;12;12669
5;Rotated Surface;12;2301
5;Concatenated;12;1010913
5;Measurement State Prep;12;99857615295
5;Tanner Network;12;433057969
5;Dual Surface;13;11421
5;Rotated Surface;13;2349
5;Concatenated;13;1729897
5;Measurement State Prep;13;4353894027
5;Tanner Network;13;504078277
5;Dual Surface;14;14617
5;Rotated Surface;14;2333
5;Concatenated;14;1330209
5;Measurement State Prep;14;69219073973
5;Tanner Network;14;433312589
5;Dual Surface;15;14485
5;Rotated Surface;15;1501
5;Concatenated;15;682409
5;Measurement State Prep;15;54486711681
5;Tanner Network;15;325308625
5;Dual Surface;16;12629
5;Rotated Surface;16;2049
5;Concatenated;16;1273633
5;Measurement State Prep;16;26109502193
5;Tanner Network;16;483994433
5;Dual Surface;17;12453
5;Rotated Surface;17;2037
5;Concatenated;17;939617
5;Measurement State Prep;17;28799735361
5;Tanner Network;17;452404945
5;Dual Surface;18;12041
5;Rotated Surface;18;1859
5;Concatenated;18;885089
5;Measurement State Prep;18;183260713987
5;Tanner Network;18;395456721
5;Dual Surface;19;15005
5;Rotated Surface;19;1499
5;Concatenated;19;947425
5;Measurement State Prep;19;6849173903
5;Tanner Network;19;420769737
5;Dual Surface;20;14521
5;Rotated Surface;20;1895
5;Concatenated;20;1655201
5;Measurement State Prep;20;40656596029
5;Tanner Network;20;422812473
5;Dual Surface;21;15173
5;Rotated Surface;21;1689
5;Concatenated;21;619105
5;Measurement State Prep;21;29069016981
5;Tanner Network;21;415451969
5;Dual Surface;22;11829
5;Rotated Surface;22;1747
5;Concatenated;22;1021977
5;Measurement State Prep;22;28979290707
5;Tanner Network;22;421136593
5;Dual Surface;23;13549
5;Rotated Surface;23;1901
5;Concatenated;23;1095401
5;Measurement State Prep;23;91640319075
5;Tanner Network;23;881036481
5;Dual Surface;24;12261
5;Rotated Surface;24;1579
5;Concatenated;24;765793
5;Measurement State Prep;24;2531125417
5;Tanner Network;24;425750225
5;Dual Surface;25;13797
5;Rotated Surface;25;1805
5;Concatenated;25;811617
5;Measurement State Prep;25;29849842365
5;Tanner Network;25;434730449
5;Dual Surface;26;12501
5;Rotated Surface;26;2119
5;Concatenated;26;1330913
5;Measurement State Prep;26;82980604299
5;Tanner Network;26;303835961
5;Dual Surface;27;11733
5;Rotated Surface;27;1827
5;Concatenated;27;1436449
5;Measurement State Prep;27;10819555171
5;Tanner Network;27;475490513
5;Dual Surface;28;13605
5;Rotated Surface;28;1521
5;Concatenated;28;1501729
5;Measurement State Prep;28;32084937351
5;Tanner Network;28;376530129
5;Dual Surface;29;13421
5;Rotated Surface;29;1885
5;Concatenated;29;1078049
5;Measurement State Prep;29;16542914769
5;Tanner Network;29;492137065
5;Dual Surface;30;11445
5;Rotated Surface;30;2283
5;Concatenated;30;519393
5;Measurement State Prep;30;20617128167
5;Tanner Network;30;447202257
5;Dual Surface;31;14741
5;Rotated Surface;31;2055
5;Concatenated;31;782817
5;Measurement State Prep;31;121783634339
5;Tanner Network;31;308401105
5;Dual Surface;32;14197
5;Rotated Surface;32;2095
5;Concatenated;32;1019425
5;Measurement State Prep;32;12279594419
5;Tanner Network;32;465420737
5;Dual Surface;33;11525
5;Rotated Surface;33;2253
5;Concatenated;33;996321
5;Measurement State Prep;33;69280313071
5;Tanner Network;33;472147153
5;Dual Surface;34;14053
5;Rotated Surface;34;1831
5;Concatenated;34;1041257
5;Measurement State Prep;34;56699229183
5;Tanner Network;34;437740345
5;Dual Surface;35;14333
5;Rotated Surface;35;1961
5;Concatenated;35;1085409
5;Measurement State Prep;35;34566047639
5;Tanner Network;35;488523377
5;Dual Surface;36;12717
5;Rotated Surface;36;1853
5;Concatenated;36;1120225
5;Measurement State Prep;36;12716682091
5;Tanner Network;36;441500473
5;Dual Surface;37;14309
5;Rotated Surface;37;1261
5;Concatenated;37;1072481
5;Measurement State Prep;37;45213735609
5;Tanner Network;37;446950345
5;Dual Surface;38;11973
5;Rotated Surface;38;1831
5;Concatenated;38;1048353
5;Measurement State Prep;38;22121289382
5;Tanner Network;38;359504593
5;Dual Surface;39;13589
5;Rotated Surface;39;2089
5;Concatenated;39;1331809
5;Measurement State Prep;39;15220245017
5;Tanner Network;39;424112073
5;Dual Surface;40;15189
5;Rotated Surface;40;2125
5;Concatenated;40;983137
5;Measurement State Prep;40;73368508795
5;Tanner Network;40;452515441
5;Dual Surface;41;15145
5;Rotated Surface;41;1527
5;Concatenated;41;1054689
5;Measurement State Prep;41;58733292399
5;Tanner Network;41;438537073
5;Dual Surface;42;12773
5;Rotated Surface;42;2335
5;Concatenated;42;947233
5;Measurement State Prep;42;5416794435
5;Tanner Network;42;479605697
5;Dual Surface;43;14709
5;Rotated Surface;43;1707
5;Concatenated;43;1848353
5;Measurement State Prep;43;32577989759
5;Tanner Network;43;417466569
5;Dual Surface;44;13253
5;Rotated Surface;44;1637
5;Concatenated;44;1002529
5;Measurement State Prep;44;66846562349
5;Tanner Network;44;520747729
5;Dual Surface;45;13381
5;Rotated Surface;45;2027
5;Concatenated;45;1165473
5;Measurement State Prep;45;9436692485
5;Tanner Network;45;329072073
5;Dual Surface;46;13237
5;Rotated Surface;46;1819
5;Concatenated;46;659425
5;Measurement State Prep;46;44801569117
5;Tanner Network;46;494777809
5;Dual Surface;47;13125
5;Rotated Surface;47;2175
5;Concatenated;47;1042721
5;Measurement State Prep;47;46251921903
5;Tanner Network;47;493839169
5;Dual Surface;48;14781
5;Rotated Surface;48;1921
5;Concatenated;48;767457
5;Measurement State Prep;48;44505089701
5;Tanner Network;48;532880569
5;Dual Surface;49;13077
5;Rotated Surface;49;1543
5;Concatenated;49;987873
5;Measurement State Prep;49;28225591559
5;Tanner Network;49;326018225
5;Dual Surface;50;15733
5;Rotated Surface;50;2189
5;Concatenated;50;803041
5;Measurement State Prep;50;54759316653
5;Tanner Network;50;355147209
5;Dual Surface;51;15637
5;Rotated Surface;51;1981
5;Concatenated;51;1027169
5;Measurement State Prep;51;19697768283
5;Tanner Network;51;461441849
5;Dual Surface;52;12885
5;Rotated Surface;52;1425
5;Concatenated;52;1202273
5;Measurement State Prep;52;8667935235
5;Tanner Network;52;478193937
5;Dual Surface;53;13333
5;Rotated Surface;53;2137
5;Concatenated;53;1191457
5;Measurement State Prep;53;181738922045
5;Tanner Network;53;484921553
5;Dual Surface;54;13381
5;Rotated Surface;54;2243
5;Concatenated;54;1020017
5;Measurement State Prep;54;4388488223
5;Tanner Network;54;335782865
5;Dual Surface;55;17061
5;Rotated Surface;55;1885
5;Concatenated;55;623457
5;Measurement State Prep;55;34814886567
5;Tanner Network;55;450429249
5;Dual Surface;56;12021
5;Rotated Surface;56;1621
5;Concatenated;56;1066785
5;Measurement State Prep;56;145186840805
5;Tanner Network;56;381868241
5;Dual Surface;57;14813
5;Rotated Surface;57;1993
5;Concatenated;57;778529
5;Measurement State Prep;57;18550246551
5;Tanner Network;57;481751241
5;Dual Surface;58;13645
5;Rotated Surface;58;2329
5;Concatenated;58;962913
5;Measurement State Prep;58;20225872087
5;Tanner Network;58;514834633
5;Dual Surface;59;14613
5;Rotated Surface;59;2427
5;Concatenated;59;873769
5;Measurement State Prep;59;23035043303
5;Tanner Network;59;590783921
5;Dual Surface;60;12997
5;Rotated Surface;60;1939
5;Concatenated;60;856169
5;Measurement State Prep;60;4606044727
5;Tanner Network;60;412436125
5;Dual Surface;61;11829
5;Rotated Surface;61;1873
5;Concatenated;61;981729
5;Measurement State Prep;61;28714987477
5;Tanner Network;61;347292473
5;Dual Surface;62;14621
5;Rotated Surface;62;2029
5;Concatenated;62;1344225
5;Measurement State Prep;62;16245481427
5;Tanner Network;62;476851009
5;Dual Surface;63;14069
5;Rotated Surface;63;1551
5;Concatenated;63;1243617
5;Measurement State Prep;63;33560327735
5;Tanner Network;63;473212881
5;Dual Surface;64;13809
5;Rotated Surface;64;1509
5;Concatenated;64;670737
5;Measurement State Prep;64;52650136011
5;Tanner Network;64;349212873
5;Dual Surface;65;13477
5;Rotated Surface;65;2135
5;Concatenated;65;1654561
5;Measurement State Prep;65;1265094081
5;Tanner Network;65;451690697
5;Dual Surface;66;15205
5;Rotated Surface;66;2321
5;Concatenated;66;994425
5;Measurement State Prep;66;36385473087
5;Tanner Network;66;418094025
5;Dual Surface;67;12981
5;Rotated Surface;67;1585
5;Concatenated;67;1131809
5;Measurement State Prep;67;31649480751
5;Tanner Network;67;501792961
5;Dual Surface;68;15061
5;Rotated Surface;68;2269
5;Concatenated;68;1157729
5;Measurement State Prep;68;47636746385
5;Tanner Network;68;441785553
5;Dual Surface;69;14021
5;Rotated Surface;69;1981
5;Concatenated;69;891681
5;Measurement State Prep;69;59989978491
5;Tanner Network;69;477053897
5;Dual Surface;70;16805
5;Rotated Surface;70;2083
5;Concatenated;70;1224481
5;Measurement State Prep;70;4622415703
5;Tanner Network;70;476283857
5;Dual Surface;71;14557
5;Rotated Surface;71;1555
5;Concatenated;71;1134561
5;Measurement State Prep;71;16309263879
5;Tanner Network;71;397158609
5;Dual Surface;72;14165
5;Rotated Surface;72;2003
5;Concatenated;72;1274977
5;Measurement State Prep;72;50529065941
5;Tanner Network;72;484104897
5;Dual Surface;73;13125
5;Rotated Surface;73;2173
5;Concatenated;73;711657
5;Measurement State Prep;73;11974775667
5;Tanner Network;73;439546809
5;Dual Surface;74;15773
5;Rotated Surface;74;2653
5;Concatenated;74;1312801
5;Measurement State Prep;74;35230833183
5;Tanner Network;74;426748729
5;Dual Surface;75;14901
5;Rotated Surface;75;2279
5;Concatenated;75;1118305
5;Measurement State Prep;75;44316797037
5;Tanner Network;75;346120401
5;Dual Surface;76;14517
5;Rotated Surface;76;1997
5;Concatenated;76;1332769
5;Measurement State Prep;76;42199850335
5;Tanner Network;76;473809873
5;Dual Surface;77;16453
5;Rotated Surface;77;1765
5;Concatenated;77;712417
5;Measurement State Prep;77;4038739817
5;Tanner Network;77;476645321
5;Dual Surface;78;13237
5;Rotated Surface;78;1687
5;Concatenated;78;1221473
5;Measurement State Prep;78;10960265373
5;Tanner Network;78;505093961
5;Dual Surface;79;16309
5;Rotated Surface;79;1869
5;Concatenated;79;1335601
5;Measurement State Prep;79;23057506589
5;Tanner Network;79;446778605
5;Dual Surface;80;15789
5;Rotated Surface;80;1563
5;Concatenated;80;778273
5;Measurement State Prep;80;32048116155
5;Tanner Network;80;465339373
5;Dual Surface;81;14029
5;Rotated Surface;81;2257
5;Concatenated;81;865185
5;Measurement State Prep;81;79476899310
5;Tanner Network;81;481282881
5;Dual Surface;82;11389
5;Rotated Surface;82;2015
5;Concatenated;82;1487649
5;Measurement State Prep;82;24815029699
5;Tanner Network;82;431940929
5;Dual Surface;83;18909
5;Rotated Surface;83;1783
5;Concatenated;83;882465
5;Measurement State Prep;83;65573255143
5;Tanner Network;83;417236585
5;Dual Surface;84;12053
5;Rotated Surface;84;1993
5;Concatenated;84;1057313
5;Measurement State Prep;84;15211292461
5;Tanner Network;84;465749065
5;Dual Surface;85;14781
5;Rotated Surface;85;1735
5;Concatenated;85;750433
5;Measurement State Prep;85;8906955671
5;Tanner Network;85;444000465
5;Dual Surface;86;13381
5;Rotated Surface;86;2289
5;Concatenated;86;788577
5;Measurement State Prep;86;51063185759
5;Tanner Network;86;333768657
5;Dual Surface;87;13341
5;Rotated Surface;87;1861
5;Concatenated;87;1421921
5;Measurement State Prep;87;19070550129
5;Tanner Network;87;366481617
5;Dual Surface;88;14405
5;Rotated Surface;88;1837
5;Concatenated;88;1220129
5;Measurement State Prep;88;2810371599
5;Tanner Network;88;453938369
5;Dual Surface;89;15405
5;Rotated Surface;89;1571
5;Concatenated;89;764193
5;Measurement State Prep;89;70479102473
5;Tanner Network;89;461915457
5;Dual Surface;90;13277
5;Rotated Surface;90;1889
5;Concatenated;90;754977
5;Measurement State Prep;90;20403060069
5;Tanner Network;90;450530161
5;Dual Surface;91;16241
5;Rotated Surface;91;2061
5;Concatenated;91;1265249
5;Measurement State Prep;91;4994474018
5;Tanner Network;91;481515585
5;Dual Surface;92;16789
5;Rotated Surface;92;2235
5;Concatenated;92;614177
5;Measurement State Prep;92;12366675933
5;Tanner Network;92;360358189
5;Dual Surface;93;13333
5;Rotated Surface;93;1887
5;Concatenated;93;1866913
5;Measurement State Prep;93;40739335253
5;Tanner Network;93;521192257
5;Dual Surface;94;15285
5;Rotated Surface;94;2073
5;Concatenated;94;1032673
5;Measurement State Prep;94;35779807823
5;Tanner Network;94;468616001
5;Dual Surface;95;15397
5;Rotated Surface;95;1847
5;Concatenated;95;1314337
5;Measurement State Prep;95;40193835987
5;Tanner Network;95;465438417
5;Dual Surface;96;12085
5;Rotated Surface;96;2401
5;Concatenated;96;1030177
5;Measurement State Prep;96;105383460495
5;Tanner Network;96;447029457
5;Dual Surface;97;12669
5;Rotated Surface;97;2175
5;Concatenated;97;1578721
5;Measurement State Prep;97;45161293030
5;Tanner Network;97;419996481
5;Dual Surface;98;12901
5;Rotated Surface;98;2019
5;Concatenated;98;951393
5;Measurement State Prep;98;40686025457
5;Tanner Network;98;486081489
5;Dual Surface;99;14309
5;Rotated Surface;99;2201
5;Concatenated;99;1381457
5;Measurement State Prep;99;11066237223
5;Tanner Network;99;470443985
7;Dual Surface;0;566373
7;Rotated Surface;0;18957
7;Concatenated;0;385827361
7;Measurement State Prep;0;176102409025307467165780
7;Tanner Network;0;3204197809258255373
7;Dual Surface;1;573509
7;Rotated Surface;1;33227
7;Concatenated;1;2963374321
7;Measurement State Prep;1;22621948005621160977
7;Tanner Network;1;3146821231355888158141
7;Dual Surface;2;639813
7;Rotated Surface;2;22443
7;Concatenated;2;678199137
7;Measurement State Prep;2;31236116859240526441338
7;Tanner Network;2;3189887761993907969
7;Dual Surface;3;613349
7;Rotated Surface;3;22523
7;Concatenated;3;323798689
7;Measurement State Prep;3;15716760453827973821387537
7;Tanner Network;3;196750536856105352173
7;Dual Surface;4;559589
7;Rotated Surface;4;19017
7;Concatenated;4;6332487649
7;Measurement State Prep;4;2045625651986546598009005
7;Tanner Network;4;196453020259752820157
7;Dual Surface;5;597749
7;Rotated Surface;5;13441
7;Concatenated;5;346256609
7;Measurement State Prep;5;93847109117971552260703
7;Tanner Network;5;3195930854629808685
7;Dual Surface;6;601157
7;Rotated Surface;6;21181
7;Concatenated;6;1597083041
7;Measurement State Prep;6;3731008231316165879013
7;Tanner Network;6;45111361042456775101
7;Dual Surface;7;668117
7;Rotated Surface;7;28661
7;Concatenated;7;225110049
7;Measurement State Prep;7;1821837241643641530672427
7;Tanner Network;7;25303973554314628253
7;Dual Surface;8;510389
7;Rotated Surface;8;13381
7;Concatenated;8;208067937
7;Measurement State Prep;8;2030026245341756446860663
7;Tanner Network;8;3146677353180985265597
7;Dual Surface;9;535333
7;Rotated Surface;9;20243
7;Concatenated;9;581651297
7;Measurement State Prep;9;12311959478922158323775
7;Tanner Network;9;12474715233008555067
7;Dual Surface;10;573093
7;Rotated Surface;10;25067
7;Concatenated;10;1814629921
7;Measurement State Prep;10;60819202501400138905989
7;Tanner Network;10;18037736993038066881
7;Dual Surface;11;621121
7;Rotated Surface;11;12563
7;Concatenated;11;8041629281
7;Measurement State Prep;11;466022499801823858587603
7;Tanner Network;11;3146178768151192557
7;Dual Surface;12;582357
7;Rotated Surface;12;18629
7;Concatenated;12;5470038753
7;Measurement State Prep;12;35271328582462947487786
7;Tanner Network;12;65429130502886620521
7;Dual Surface;13;645221
7;Rotated Surface;13;29563
7;Concatenated;13;844318433
7;Measurement State Prep;13;38028725178923360616220
7;Tanner Network;13;196430964590536768957
7;Dual Surface;14;560965
7;Rotated Surface;14;19305
7;Concatenated;14;1830992097
7;Measurement State Prep;14;353160051551318715728601
7;Tanner Network;14;3222994680979750921
7;Dual Surface;15;618773
7;Rotated Surface;15;24417
7;Concatenated;15;242703201
7;Measurement State Prep;15;30521750046059689313
7;Tanner Network;15;3237502005562115851
7;Dual Surface;16;604389
7;Rotated Surface;16;22555
7;Concatenated;16;345377505
7;Measurement State Prep;16;6139214349327991734051
7;Tanner Network;16;196517495221048141757
7;Dual Surface;17;538757
7;Rotated Surface;17;28295
7;Concatenated;17;257355241
7;Measurement State Prep;17;29065832885213514898082
7;Tanner Network;17;3277829275658374555
7;Dual Surface;18;592469
7;Rotated Surface;18;27563
7;Concatenated;18;1470122081
7;Measurement State Prep;18;9676225927523138822
7;Tanner Network;18;3147935779321705872941
7;Dual Surface;19;559141
7;Rotated Surface;19;35973
7;Concatenated;19;866961633
7;Measurement State Prep;19;16900635147590832349267
7;Tanner Network;19;1584318911992839579
7;Dual Surface;20;521621
7;Rotated Surface;20;14245
7;Concatenated;20;182473249
7;Measurement State Prep;20;1713544314922852510294759
7;Tanner Network;20;47986322206263651565
7;Dual Surface;21;612021
7;Rotated Surface;21;17281
7;Concatenated;21;454775585
7;Measurement State Prep;21;707869024415085939659
7;Tanner Network;21;24583339927641544205
7;Dual Surface;22;518789
7;Rotated Surface;22;18411
7;Concatenated;22;334089441
7;Measurement State Prep;22;6449296910820475756694417
7;Tanner Network;22;3228655951880289149
7;Dual Surface;23;609909
7;Rotated Surface;23;16195
7;Concatenated;23;981361697
7;Measurement State Prep;23;2018248039506879605709557
7;Tanner Network;23;24590207076139703665
7;Dual Surface;24;612837
7;Rotated Surface;24;19575
7;Concatenated;24;1034615073
7;Measurement State Prep;24;36189545618054983358804
7;Tanner Network;24;1641161819106000354797
7;Dual Surface;25;620877
7;Rotated Surface;25;19527
7;Concatenated;25;324026465
7;Measurement State Prep;25;153102645551696138186
7;Tanner Network;25;3164501702486275605
7;Dual Surface;26;586445
7;Rotated Surface;26;14285
7;Concatenated;26;802756129
7;Measurement State Prep;26;7982025125503325398829
7;Tanner Network;26;446580377063169149
7;Dual Surface;27;609069
7;Rotated Surface;27;29629
7;Concatenated;27;728353633
7;Measurement State Prep;27;762076253636371702210107
7;Tanner Network;27;3395074918226899365
7;Dual Surface;28;568613
7;Rotated Surface;28;22409
7;Concatenated;28;434983009
7;Measurement State Prep;28;69315145861307646404629
7;Tanner Network;28;12298201079685601717
7;Dual Surface;29;680645
7;Rotated Surface;29;22213
7;Concatenated;29;1016199009
7;Measurement State Prep;29;278035386417291426045
7;Tanner Network;29;3175139757466916695
7;Dual Surface;30;657861
7;Rotated Surface;30;28063
7;Concatenated;30;431035041
7;Measurement State Prep;30;477450854504920355399915
7;Tanner Network;30;1093048189441210797
7;Dual Surface;31;559925
7;Rotated Surface;31;16925
7;Concatenated;31;525592673
7;Measurement State Prep;31;3330566473264340131854551
7;Tanner Network;31;3207675159378608185
7;Dual Surface;32;579125
7;Rotated Surface;32;21741
7;Concatenated;32;622556497
7;Measurement State Prep;32;183909036886103732219
7;Tanner Network;32;3230007451325142605
7;Dual Surface;33;567733
7;Rotated Surface;33;21609
7;Concatenated;33;669310561
7;Measurement State Prep;33;13067873898346780076775
7;Tanner Network;33;3219200522955612273
7;Dual Surface;34;588277
7;Rotated Surface;34;22475
7;Concatenated;34;991195681
7;Measurement State Prep;34;227989039242053724426787
7;Tanner Network;34;786578508449568501849
7;Dual Surface;35;596965
7;Rotated Surface;35;20553
7;Concatenated;35;323842593
7;Measurement State Prep;35;1889024852522456824020
7;Tanner Network;35;3212956334282558769
7;Dual Surface;36;574101
7;Rotated Surface;36;19501
7;Concatenated;36;396465377
7;Measurement State Prep;36;40977564794027009715321
7;Tanner Network;36;24576506482761111211
7;Dual Surface;37;563157
7;Rotated Surface;37;17171
7;Concatenated;37;506064033
7;Measurement State Prep;37;297848944843543082917023
7;Tanner Network;37;3030920932971516929
7;Dual Surface;38;580205
7;Rotated Surface;38;15835
7;Concatenated;38;461659361
7;Measurement State Prep;38;68954724497554300081
7;Tanner Network;38;3263746541338549041
7;Dual Surface;39;563653
7;Rotated Surface;39;17345
7;Concatenated;39;929333281
7;Measurement State Prep;39;194897769815628539831
7;Tanner Network;39;672416485245935037
7;Dual Surface;40;579173
7;Rotated Surface;40;23689
7;Concatenated;40;639249249
7;Measurement State Prep;40;37554375673058439808321
7;Tanner Network;40;196542842393058968761
7;Dual Surface;41;477829
7;Rotated Surface;41;24453
7;Concatenated;41;802826785
7;Measurement State Prep;41;3312348872772409616536123
7;Tanner Network;41;3192848902012887019
7;Dual Surface;42;546933
7;Rotated Surface;42;19209
7;Concatenated;42;249885985
7;Measurement State Prep;42;209935861659999387730441
7;Tanner Network;42;1679982874226615345
7;Dual Surface;43;525209
7;Rotated Surface;43;25893
7;Concatenated;43;3056454433
7;Measurement State Prep;43;789702541196562612117
7;Tanner Network;43;13150086093412974013
7;Dual Surface;44;630581
7;Rotated Surface;44;15853
7;Concatenated;44;7698556961
7;Measurement State Prep;44;111872988283729519625452
7;Tanner Network;44;3210088912422999787
7;Dual Surface;45;626901
7;Rotated Surface;45;20919
7;Concatenated;45;1740791137
7;Measurement State Prep;45;705627764297339297780803
7;Tanner Network;45;12257620946812983785
7;Dual Surface;46;604869
7;Rotated Surface;46;29925
7;Concatenated;46;772659297
7;Measurement State Prep;46;201560166699271039800
7;Tanner Network;46;26457196299288981037
7;Dual Surface;47;448381
7;Rotated Surface;47;24361
7;Concatenated;47;552158561
7;Measurement State Prep;47;38901065622694308572665
7;Tanner Network;47;12311240770430670009
7;Dual Surface;48;507333
7;Rotated Surface;48;22265
7;Concatenated;48;725697569
7;Measurement State Prep;48;4991362933108454214975
7;Tanner Network;48;497639097452568845
7;Dual Surface;49;628785
7;Rotated Surface;49;17113
7;Concatenated;49;1148738081
7;Measurement State Prep;49;1467608999417835557775
7;Tanner Network;49;3148254695296808213949
7;Dual Surface;50;536949
7;Rotated Surface;50;15939
7;Concatenated;50;158580577
7;Measurement State Prep;50;57922223200264960433
7;Tanner Network;50;3191954201176868251
7;Dual Surface;51;533541
7;Rotated Surface;51;22955
7;Concatenated;51;941768801
7;Measurement State Prep;51;252329419859224532607
7;Tanner Network;51;12301100183849647547
7;Dual Surface;52;576229
7;Rotated Surface;52;28007
7;Concatenated;52;529359393
7;Measurement State Prep;52;125165338152979742017401
7;Tanner Network;52;3116032424994203149
7;Dual Surface;53;584397
7;Rotated Surface;53;11705
7;Concatenated;53;871236129
7;Measurement State Prep;53;9764543504259075457717
7;Tanner Network;53;12369442445037153101
7;Dual Surface;54;540837
7;Rotated Surface;54;14737
7;Concatenated;54;186309473
7;Measurement State Prep;54;35723723097340591607038
7;Tanner Network;54;3628237313506442993
7;Dual Surface;55;571813
7;Rotated Surface;55;20613
7;Concatenated;55;713883361
7;Measurement State Prep;55;7369071453936368636431
7;Tanner Network;55;543405803482173373
7;Dual Surface;56;678569
7;Rotated Surface;56;19325
7;Concatenated;56;3705898849
7;Measurement State Prep;56;1667043942231059355124
7;Tanner Network;56;3138980335043739515
7;Dual Surface;57;570729
7;Rotated Surface;57;21927
7;Concatenated;57;210108961
7;Measurement State Prep;57;11742362814475790984127
7;Tanner Network;57;12323390060939503297
7;Dual Surface;58;516501
7;Rotated Surface;58;22649
7;Concatenated;58;586529505
7;Measurement State Prep;58;294033502783628931497215
7;Tanner Network;58;1643795763678166505
7;Dual Surface;59;668293
7;Rotated Surface;59;31577
7;Concatenated;59;1838064417
7;Measurement State Prep;59;617622779900164276035
7;Tanner Network;59;3141803237525168360189
7;Dual Surface;60;611589
7;Rotated Surface;60;21573
7;Concatenated;60;320469921
7;Measurement State Prep;60;2733470631196001911346
7;Tanner Network;60;3138689290982633037
7;Dual Surface;61;510757
7;Rotated Surface;61;15921
7;Concatenated;61;1000901345
7;Measurement State Prep;61;2135211215130990720952
7;Tanner Network;61;3141134167752447955693
7;Dual Surface;62;636213
7;Rotated Surface;62;19387
7;Concatenated;62;2341216289
7;Measurement State Prep;62;110188130360016890749773
7;Tanner Network;62;960679802836884881
7;Dual Surface;63;624901
7;Rotated Surface;63;36653
7;Concatenated;63;645315809
7;Measurement State Prep;63;380025053292363619709545
7;Tanner Network;63;97784506525117873469
7;Dual Surface;64;546149
7;Rotated Surface;64;16371
7;Concatenated;64;538211169
7;Measurement State Prep;64;1180769244576105650447541
7;Tanner Network;64;335263225711998169
7;Dual Surface;65;672045
7;Rotated Surface;65;31453
7;Concatenated;65;321317729
7;Measurement State Prep;65;44993838146948423937679
7;Tanner Network;65;5605158332013333801
7;Dual Surface;66;541149
7;Rotated Surface;66;17213
7;Concatenated;66;2220559905
7;Measurement State Prep;66;367592780559830451971
7;Tanner Network;66;1853347868588012481
7;Dual Surface;67;534053
7;Rotated Surface;67;21345
7;Concatenated;67;658459681
7;Measurement State Prep;67;2555915840978806112235
7;Tanner Network;67;3157234380762940827
7;Dual Surface;68;651733
7;Rotated Surface;68;21959
7;Concatenated;68;240046369
7;Measurement State Prep;68;82091915126886062474219
7;Tanner Network;68;3147159683901361310957
7;Dual Surface;69;660533
7;Rotated Surface;69;23871
7;Concatenated;69;420137761
7;Measurement State Prep;69;5560676969058441841391
7;Tanner Network;69;196444181820506990525
7;Dual Surface;70;659169
7;Rotated Surface;70;18089
7;Concatenated;70;2020506337
7;Measurement State Prep;70;13035438118755492184421
7;Tanner Network;70;3563717866399010203
7;Dual Surface;71;612741
7;Rotated Surface;71;16009
7;Concatenated;71;547794145
7;Measurement State Prep;71;11174578247497571578567
