distance;representation;num_run;upper_bound_cost
3;Tanner Network;85;61.1912161896035
3;Tanner Network;86;69.04512580866178
3;Tanner Network;87;58.11115864312471
3;Tanner Network;88;69.04512580866178
3;Tanner Network;89;58.11115864312471
3;Tanner Network;90;61.130751532147805
3;Tanner Network;91;69.04512580866178
3;Tanner Network;92;58.11115864312471
3;Tanner Network;93;69.04512580866178
3;Tanner Network;94;58.11115864312471
3;Tanner Network;95;61.130751532147805
3;Tanner Network;96;61.130751532147805
3;Tanner Network;97;69.04512580866178
3;Tanner Network;98;61.1912161896035
3;Tanner Network;99;61.130751532147805
5;Dual Surface;0;156.0227207630843
5;Dual Surface;1;156.0227207630843
5;Dual Surface;2;156.0227207630843
5;Dual Surface;3;144.02552967579555
5;Dual Surface;4;141.02553500611586
5;Dual Surface;5;144.02553028580164
5;Dual Surface;6;156.0227207630843
5;Dual Surface;7;156.0227207630843
5;Dual Surface;8;156.0227207630843
5;Dual Surface;9;141.04508780353726
5;Dual Surface;10;156.0227207630843
5;Dual Surface;11;156.0227207630843
5;Dual Surface;12;156.0227207630843
5;Dual Surface;13;156.0227207630843
5;Dual Surface;14;156.0227207630843
5;Dual Surface;15;144.02553516584092
5;Dual Surface;16;156.0227207630843
5;Dual Surface;17;144.02553516584092
5;Dual Surface;18;141.02553500611847
5;Dual Surface;19;156.0227207630843
5;Dual Surface;20;156.0227207630843
5;Dual Surface;21;150.0227640185735
5;Dual Surface;22;156.0227207630843
5;Dual Surface;23;156.0227207630843
5;Dual Surface;24;141.21219772572394
5;Dual Surface;25;156.0227207630843
5;Dual Surface;26;156.0227207630843
5;Dual Surface;27;144.02553516584098
5;Dual Surface;28;156.0227207630843
5;Dual Surface;29;156.0227207630843
5;Dual Surface;30;141.02553500611586
5;Dual Surface;31;144.02553028580164
5;Dual Surface;32;156.0227207630843
5;Dual Surface;33;156.0227207630843
5;Dual Surface;34;156.0227207630843
5;Dual Surface;35;141.02553500611586
5;Dual Surface;36;141.21220194752303
5;Dual Surface;37;156.0227207630843
5;Dual Surface;38;144.02553028580164
5;Dual Surface;39;156.0227207630843
5;Dual Surface;40;156.0227207630843
5;Dual Surface;41;144.02553028580166
5;Dual Surface;42;156.0227207630843
5;Dual Surface;43;156.0227207630843
5;Dual Surface;44;144.02552967579555
5;Dual Surface;45;144.02553028580164
5;Dual Surface;46;156.0227207630843
5;Dual Surface;47;156.0227207630843
5;Dual Surface;48;156.0227207630843
5;Dual Surface;49;144.02553028580166
5;Dual Surface;50;156.0227207630843
5;Dual Surface;51;141.0255350061158
5;Dual Surface;52;144.02553028580164
5;Dual Surface;53;144.02553028580164
5;Dual Surface;54;144.02553028580164
5;Dual Surface;55;144.02552967579555
5;Dual Surface;56;156.0227207630843
5;Dual Surface;57;144.02553028580164
5;Dual Surface;58;156.0227207630843
5;Dual Surface;59;144.02553516584098
5;Dual Surface;60;144.02553516584092
5;Dual Surface;61;156.0227207630843
5;Dual Surface;62;144.02552967579555
5;Dual Surface;63;156.0227207630843
5;Dual Surface;64;156.0227207630843
5;Dual Surface;65;156.0227207630843
5;Dual Surface;66;144.02553028580164
5;Dual Surface;67;144.02553516584092
5;Dual Surface;68;156.0227207630843
5;Dual Surface;69;156.0227207630843
5;Dual Surface;70;156.0227207630843
5;Dual Surface;71;144.02554057272368
5;Dual Surface;72;144.02553028580164
5;Dual Surface;73;156.0227207630843
5;Dual Surface;74;156.0227207630843
